Name,City,Beds,Baths,Guests,Revenue Potential,Days Available,Revenue,Occupancy,Daily Rate,Rating
"House near Paris, JO 2024",Taverny,3 Bed,1 Bath,8 Guests,€18.5k,43,€12.3k,35%,€822,0 (0)
Around Paris and its monuments (30 minutes),Taverny,2 Bed,1 Bath,4 Guests,€14.9k,280,€10.5k,44%,€84.9,5 (186)
Apartment in the heart of the city,Taverny,0 Bed,1 Bath,2 Guests,€12k,273,€9.4k,55%,€62,5 (10)
💋 Sweet Love 💋,Taverny,0 Bed,1 Bath,2 Guests,€9.3k,334,€8.4k,18%,€137.8,5 (96)
Apartment,Taverny,1 Bed,1 Bath,2 Guests,€16.4k,186,€7.6k,76%,€53.8,5 (17)
"Duplex room, self-contained entrance, private bathroom",Taverny,0 Bed,1.5 Bath,2 Guests,€7.1k,360,€6.9k,46%,€42.3,5 (39)
Quiet neighborhood house with jacuzzi and large garden,Thiais,2 Bed,2 Bath,7 Guests,€38k,270,€31.5k,38%,€306.2,5 (15)
Apartment 5 min from orly airport/15 min Paris,Thiais,2 Bed,1 Bath,5 Guests,€27.1k,304,€23.6k,62%,€125.1,5 (165)
Peaceful &well-located apartment,Thiais,1 Bed,1 Bath,4 Guests,€23.9k,332,€22k,74%,€89.6,5 (33)
Charming studio close to Orly airport,Thiais,0 Bed,1 Bath,2 Guests,€20.1k,357,€19.7k,75%,€74.2,5 (83)
Beautiful 3P with terrace and private parking,Thiais,2 Bed,1 Bath,6 Guests,€25k,205,€19.6k,67%,€141.9,5 (33)
VILLA ORLY & THIAIS,Thiais,1 Bed,1 Bath,2 Guests,€21.1k,60,€18k,55%,€544.8,0 (0)
Modern apartment Paris / Orly Airport 4p,Thiais,1 Bed,1.5 Bath,4 Guests,€17k,287,€16.9k,76%,€77.5,5 (47)
Modern Apartment 10 minutes Paris Orly Airport,Thiais,2 Bed,1 Bath,4 Guests,€20.5k,281,€16.6k,81%,€72.4,5 (111)
Joli petit studio proche d''Orly Rungis et Paris.,Thiais,0 Bed,1 Bath,3 Guests,€20.2k,238,€15.6k,77%,€85,5 (1)
3 comfortable rooms with balcony,Thiais,2 Bed,1 Bath,4 Guests,€27k,242,€14.5k,49%,€121.6,5 (56)
Beautiful apartment 10 min from Orly,Thiais,2 Bed,1 Bath,6 Guests,€21.1k,247,€14.4k,53%,€111,5 (30)
Une Belle Maison à 10mn de Paris ! Idéale Pour les Familles,Thiais,3 Bed,2 Bath,6 Guests,€14k,173,€14k,33%,€245.4,4 (1)
"Beautiful, quiet and bright T2 apartment, Thiais",Thiais,1 Bed,1 Bath,3 Guests,€16.5k,287,€13.4k,55%,€84.4,5 (2)
3 bedroom new equipped apartment,Thiais,3 Bed,1 Bath,8 Guests,€13.6k,196,€12.3k,37%,€171.4,5 (2)
Green CityZen Studio Near Paris Orly,Thiais,0 Bed,1 Bath,2 Guests,€12.7k,253,€12.1k,30%,€159.4,4 (11)
"La Rose de Thiais , 8 guests, 5' Orly Airport",Thiais,3 Bed,2 Bath,7 Guests,€11.8k,162,€11.8k,38%,€193.1,5 (3)
Chic Grand Studio/ Proche Paris,Thiais,1 Bed,1 Bath,2 Guests,€11.2k,248,€11.2k,52%,€85.9,5 (63)
Appartement Thiais Near Orly airport,Thiais,1 Bed,1 Bath,3 Guests,€12.8k,302,€10.5k,47%,€73.6,5 (46)
Le Stop n'Go CDG - Airport - Astérix - Paris,Thieux,1 Bed,1 Bath,2 Guests,€18.9k,358,€18.5k,87%,€59.8,5 (145)
Apartment in house with all comforts.,Thieux,1 Bed,1 Bath,4 Guests,€15.4k,313,€13.3k,63%,€68,5 (111)
"Apartment in farmhouse, 5 min from CDG",Thieux,2 Bed,1.5 Bath,8 Guests,€14.1k,188,€11.1k,41%,€143.9,5 (12)
La suite familiale enchantée - Chambre Familiale,Thieux,1 Bed,1.5 Bath,4 Guests,€9.9k,327,€8.1k,34%,€72.5,5 (42)
Ambiance Cosy - Chambre Lits Jumeaux,Thieux,1 Bed,1 Bath,2 Guests,€10k,274,€7.4k,42%,€63.5,0 (0)
La Courtoise - Chambre pour Groupe,Thieux,1 Bed,0 Bath,4 Guests,€10.1k,244,€6.6k,34%,€79.3,0 (0)
La Refuge Chic 3,Thieux,1 Bed,1.5 Bath,2 Guests,€5.7k,292,€4k,21%,€66.1,4 (9)
House with Jacuzzi&Grand Jardin 30min from Paris.,Thieux,3 Bed,1 Bath,10 Guests,€6.7k,113,€3.8k,12%,€291.3,5 (21)
"Superb F2 with parking included, 10mins from CDG",Thieux,1 Bed,1 Bath,4 Guests,€5.3k,46,€1.8k,50%,€79,5 (20)
Studio proche aéroport.,Thieux,0 Bed,1 Bath,2 Guests,€7.7k,101,€1.4k,26%,€54.9,0 (0)
Bed and breakfast,Thieux,1 Bed,1 Bath,4 Guests,€6.2k,14,€327.1,29%,€81.8,0 (0)
Japanese garden villa,Thoiry,5 Bed,4 Bath,10 Guests,€61k,179,€61k,19%,€1.8k,5 (2)
"Gite Thoiry, 3 bedrooms, 6 persons",Thoiry,3 Bed,2 Bath,6 Guests,€35.5k,163,€35.5k,55%,€398.4,5 (2)
Vrbo Property,Thoiry,2 Bed,1 Bath,4 Guests,€10.5k,243,€10.5k,35%,€123.3,5 (1)
Maison Thoiry,Thoiry,2 Bed,1 Bath,6 Guests,€12.3k,265,€9.8k,29%,€128.3,5 (49)
"Les Bruyères, 3* cottage with parking - Zoo Thoiry",Thoiry,3 Bed,2 Bath,6 Guests,€7.4k,131,€6.3k,28%,€169.4,5 (23)
Spacious family room with balcony,Thoiry,1 Bed,1 Bath,3 Guests,€3.5k,97,€3.5k,32%,€114.2,5 (1)
Entire Apartment Zoo Safari,Thoiry,1 Bed,1 Bath,4 Guests,€2.6k,50,€2.3k,58%,€78.2,5 (3)
Family Suite 4 pers Thoiry 200 m du village,Thoiry,2 Bed,1 Bath,5 Guests,€1.1k,78,€1k,6%,€205.4,5 (3)
Githoiry78,Thoiry,2 Bed,1 Bath,4 Guests,€353.7,78,€353.7,4%,€117.9,0 (0)
"OWL, parking lot with 1 charging station",Thomery,1 Bed,1 Bath,4 Guests,€29.9k,254,€23.7k,66%,€141.9,5 (31)
"Hortensias, parking with charging station",Thomery,1 Bed,1 Bath,4 Guests,€22.5k,257,€16.8k,51%,€127.3,5 (3)
Between Seine and forest,Thomery,1 Bed,1 Bath,2 Guests,€19.3k,302,€16.4k,74%,€74,5 (72)
"Anemone, parking with charging station",Thomery,1 Bed,1 Bath,4 Guests,€24.3k,213,€16.3k,67%,€114.9,5 (25)
"La Bycoque, quiet house near Fontainebleau",Thomery,2 Bed,1 Bath,5 Guests,€21.4k,254,€15.3k,86%,€69.7,5 (176)
"Contemporary house ""like Vacation""",Thomery,3 Bed,2.5 Bath,6 Guests,€84.7k,48,€11k,67%,€343.1,5 (8)
"A balcony in the forest, 2 Bedrooms, 3 guests max.",Thomery,2 Bed,1 Bath,3 Guests,€14.8k,219,€11k,63%,€78.9,5 (53)
Charming bed and breakfast 5 minutes from Fontainebleau,Thomery,1 Bed,1 Bath,2 Guests,€9.9k,272,€9.7k,28%,€129.7,5 (41)
House by the Seine in a pleasant setting,Thomery,1 Bed,1 Bath,4 Guests,€13.3k,243,€9.6k,40%,€98.1,5 (35)
"Grand Cottage, Forêt Fontainebleau village Classé",Thomery,4 Bed,2 Bath,8 Guests,€14.9k,190,€9.4k,26%,€191.5,5 (47)
Villa Oasis - Thomery Heated Pool,Thomery,3 Bed,1 Bath,6 Guests,€24k,36,€9.3k,58%,€444.2,5 (2)
Family home and large covered terrace,Thomery,2 Bed,1 Bath,6 Guests,€19.5k,114,€9.2k,58%,€139.7,5 (4)
Le Thomeryon: 10-minute to Fontainebleau,Thomery,1 Bed,1 Bath,3 Guests,€10.6k,272,€8.8k,56%,€58.3,4 (11)
Cabinet of curiosities,Thomery,1 Bed,1 Bath,2 Guests,€9.8k,123,€8.1k,76%,€87.2,0 (0)
Village house,Thomery,2 Bed,1 Bath,4 Guests,€8.2k,154,€7.2k,56%,€82.5,5 (14)
"TinyBy, real tiny house near Fontainebleau.",Thomery,1 Bed,1 Bath,4 Guests,€8.4k,305,€7k,22%,€105.7,5 (92)
"L'Abypique, charming house, nearby Fontainebleau",Thomery,4 Bed,2 Bath,8 Guests,€50.7k,48,€6.8k,63%,€227.2,0 (0)
Quiet house with garden,Thomery,2 Bed,2 Bath,6 Guests,€26.3k,74,€6.7k,70%,€129.2,5 (12)
Beautiful apartment near Disney,Thorigny-sur-Marne,4 Bed,1 Bath,8 Guests,€58.2k,339,€56.4k,50%,€333.5,0 (3)
House divided into 2 apartments - Disneyland,Thorigny-sur-Marne,6 Bed,2 Bath,16 Guests,€39.9k,151,€35.6k,53%,€445,5 (22)
Quiet house Disney 15 min drive and close to train station to Paris,Thorigny-sur-Marne,1 Bed,2 Bath,4 Guests,€33.2k,347,€30.7k,55%,€160.8,4 (1)
20 min Disneyland - 4 bedrooms - 30 min Paris,Thorigny-sur-Marne,4 Bed,1 Bath,9 Guests,€38.2k,290,€30.6k,46%,€230.1,5 (245)
Bedroom in a quiet house,Thorigny-sur-Marne,0 Bed,1 Bath,2 Guests,€29.7k,204,€29.7k,67%,€216.8,0 (0)
New home 25 minutes away Disneyland and Paris,Thorigny-sur-Marne,2 Bed,1 Bath,6 Guests,€28.1k,365,€27.9k,59%,€129.6,5 (21)
JO2024 House with pool,Thorigny-sur-Marne,3 Bed,1 Bath,5 Guests,€25k,47,€24.6k,45%,€1.2k,0 (0)
Appart 'chez Tricia,Thorigny-sur-Marne,2 Bed,1 Bath,4 Guests,€28.7k,300,€23.4k,62%,€126.7,5 (22)
Disney Blue Jungle Studio - Near Disneyland Paris,Thorigny-sur-Marne,0 Bed,1 Bath,4 Guests,€21.8k,363,€21.8k,35%,€170.4,5 (1)
Bright Apartment in Thorigny,Thorigny-sur-Marne,1 Bed,1 Bath,4 Guests,€21.3k,359,€21.2k,55%,€108,4 (4)
Disney Jungle Cottage - Near Disneyland,Thorigny-sur-Marne,1 Bed,1 Bath,4 Guests,€23.6k,306,€21.2k,45%,€153.5,5 (12)
Detached house close to Paris/train and Disneyland,Thorigny-sur-Marne,1 Bed,1 Bath,4 Guests,€23.7k,306,€19.7k,51%,€126,5 (210)
House 10 minutes from the center.,Thorigny-sur-Marne,2 Bed,1 Bath,4 Guests,€20.5k,237,€18.2k,59%,€130.6,0 (0)
Charming 2 rooms 25 min Disney and Paris,Thorigny-sur-Marne,1 Bed,1 Bath,4 Guests,€23.5k,262,€17.8k,81%,€84.2,5 (33)
Villa between Paris and Disneyland. Train station 10 minutes away,Thorigny-sur-Marne,4 Bed,2 Bath,8 Guests,€55k,86,€17.5k,92%,€221.4,5 (30)
Maison de Ville Disneyland/Paris,Thorigny-sur-Marne,2 Bed,2 Bath,7 Guests,€17.2k,321,€16.8k,44%,€119.1,5 (20)
Grand Appartement 20 Min Disneyland / 30 Min Paris,Thorigny-sur-Marne,2 Bed,1 Bath,10 Guests,€16.2k,183,€16k,46%,€189.9,5 (17)
Charming T1 House with Garden for Paris/Disney,Thorigny-sur-Marne,1 Bed,1 Bath,4 Guests,€22.6k,257,€15.7k,81%,€75.7,5 (80)
Two homes in La Boule d 'Or,Thoury-Férottes,5 Bed,4.5 Bath,10 Guests,€43.1k,257,€41.2k,62%,€258.9,5 (10)
Charming home with heated pool,Thoury-Férottes,3 Bed,1 Bath,11 Guests,€50.9k,82,€22k,73%,€366.8,5 (11)
Chateau outbuildings next to a golf course in the Gâtinais en Brie region,Thoury-Férottes,6 Bed,5.5 Bath,14 Guests,€20.1k,101,€12k,16%,€752.9,5 (1)
Accommodation with 3 suites at La Boule d’Or,Thoury-Férottes,3 Bed,3 Bath,6 Guests,€10.8k,239,€10.5k,39%,€112.6,5 (34)
Spacious villa,Thoury-Férottes,5 Bed,3 Bath,12 Guests,€9.3k,99,€9k,61%,€149.5,5 (16)
"CoCo's house, 4 people, Garden.",Thoury-Férottes,1 Bed,1 Bath,4 Guests,€8.9k,228,€6.3k,57%,€48.5,5 (171)
Triplex in La Boule d 'Or,Thoury-Férottes,2 Bed,1.5 Bath,4 Guests,€8.8k,263,€6.3k,37%,€65.6,5 (76)
Gué de La Motte,Thoury-Férottes,3 Bed,2 Bath,5 Guests,€12.4k,140,€6.2k,56%,€80,5 (62)
Chambre à La Petite Ferme de Thoury,Thoury-Férottes,1 Bed,1 Bath,3 Guests,€5.5k,346,€5.3k,75%,€20.2,5 (277)
Modern house in the countryside,Thoury-Férottes,1 Bed,1 Bath,4 Guests,€5.3k,179,€5k,36%,€77.5,5 (22)
Relaxation guaranteed at The Old Castle,Thoury-Férottes,1 Bed,1 Bath,2 Guests,€26.1k,75,€4.2k,75%,€75.5,5 (2)
Le Loft de La Motte,Thoury-Férottes,3 Bed,2.5 Bath,3 Guests,€11k,111,€4.2k,61%,€61.1,5 (38)
Cosy Cottage near Fontainebleau Forest,Thoury-Férottes,1 Bed,1.5 Bath,2 Guests,€8.9k,112,€3k,63%,€42.1,5 (84)
Relaxation guaranteed at The old Castle,Thoury-Férottes,1 Bed,1 Bath,2 Guests,€4.7k,78,€1.9k,32%,€74.5,5 (3)
Garden apartment near Disneyland!,Torcy,2 Bed,1 Bath,6 Guests,€64.5k,357,€62.8k,59%,€300.7,5 (20)
Next to Disney Appart'Hôtel Le Rêve Bleu,Torcy,1 Bed,1 Bath,4 Guests,€51.8k,366,€51.8k,70%,€202.3,5 (17)
R'Apparts-T3 Serenity Haven 20mn Paris 10mn Disney,Torcy,2 Bed,1.5 Bath,6 Guests,€41.8k,366,€41.8k,72%,€159.5,5 (152)
T4/2bath - Family Apt Torcy-RER/10’Disney/25’Paris,Torcy,3 Bed,2 Bath,8 Guests,€42.1k,322,€36.3k,52%,€215.9,5 (48)
3ch house between Paris and Disney,Torcy,3 Bed,1 Bath,8 Guests,€35.5k,150,€35.3k,83%,€284.8,5 (6)
Appartement Cosy Torcy,Torcy,1 Bed,1 Bath,4 Guests,€39.6k,306,€33.9k,92%,€119.9,5 (12)
Résidence Harmony Paris Disney,Torcy,3 Bed,2 Bath,6 Guests,€34.9k,245,€32.1k,52%,€250.7,5 (5)
"Close to Disneyland, JO 2024 Paris, haven of peace",Torcy,6 Bed,3 Bath,12 Guests,€72.3k,113,€30.6k,62%,€437.7,5 (75)
Next to Disneyland -Palm Spring,Torcy,2 Bed,1 Bath,4 Guests,€37.5k,284,€30.1k,65%,€163.4,4 (16)
Apartment close to Disneyland,Torcy,3 Bed,1 Bath,8 Guests,€29.1k,293,€28.6k,45%,€216.5,4 (5)
"Ideal for friends/family, 10 minutes Disneyland & 25 minutes from Paris",Torcy,2 Bed,1.5 Bath,7 Guests,€24.3k,358,€23.8k,54%,€123.2,5 (17)
Apartment near Disneyland & Paris,Torcy,2 Bed,1 Bath,6 Guests,€25.1k,252,€22.9k,59%,€155,5 (1)
Loft near Disneyland independent,Torcy,2 Bed,1 Bath,5 Guests,€29.4k,270,€22.2k,84%,€98.2,5 (243)
Quiet and bright studio,Torcy,1 Bed,1 Bath,3 Guests,€22.2k,362,€22k,88%,€69.1,5 (23)
Large Studio near RER with Parking,Torcy,0 Bed,1 Bath,4 Guests,€22k,366,€22k,69%,€87.5,5 (170)
Appartement Avec Jardin Proche Disneyland Paris 2 Parking Sécurisés RER A,Torcy,2 Bed,1 Bath,6 Guests,€25.8k,151,€21.5k,63%,€225.8,0 (0)
Villa ETC,Torcy,1 Bed,1 Bath,2 Guests,€77.1k,95,€21k,28%,€776.1,0 (0)
Chez Elvis,Torcy,1 Bed,1 Bath,4 Guests,€24k,318,€20.9k,84%,€78.2,5 (115)
"Moulin de Malvoisine, sauna in the forest",Touquin,4 Bed,3 Bath,10 Guests,€75.6k,284,€66.2k,52%,€450.5,5 (16)
Close to Disney & Paris | 4* Camping with pool,Touquin,2 Bed,1 Bath,4 Guests,€9.3k,166,€9.2k,57%,€96.4,5 (5)
Disney à 30 min | Camping 4* | Piscine | M-home 6p,Touquin,3 Bed,1 Bath,6 Guests,€9.3k,151,€9.1k,50%,€119.9,5 (6)
Camping Country Park Les Etangs Fleuris*** - Mobile home Castel Palace 4 rooms 6 people,Touquin,3 Bed,2 Bath,6 Guests,€10.6k,142,€7.5k,30%,€177.7,0 (0)
Camping Country Park Les Etangs Fleuris*** - Mobile home Select TV LV Clim Plancha 3 Rooms 4 people,Touquin,2 Bed,1 Bath,4 Guests,€7.6k,104,€7.1k,47%,€143.9,0 (0)
Camping Country Park Les Etangs Fleuris*** - Mobile home Castel Palace 3 rooms 4 people,Touquin,2 Bed,1 Bath,4 Guests,€7.3k,112,€4.2k,24%,€155.8,0 (0)
Camping Country Park Les Etangs Fleuris*** - Mobile home Lodge 4 rooms 6 people,Touquin,3 Bed,1 Bath,6 Guests,€6.2k,138,€4k,25%,€114.5,5 (1)
Bed and breakfast,Touquin,2 Bed,0 Bath,4 Guests,€3.8k,123,€3.8k,40%,€78.3,5 (1)
Camping Country Park Les Etangs Fleuris*** - Mobile home Lodge 3 rooms 4 people,Touquin,2 Bed,1 Bath,4 Guests,€6.3k,136,€3.8k,29%,€95.2,0 (0)
Camping Country Park Les Etangs Fleuris*** - Mobile home Noya 4 rooms 6 people,Touquin,3 Bed,1 Bath,6 Guests,€5.4k,108,€3.1k,26%,€111.4,0 (0)
"Aglaé Touquin, 25 min Disney",Touquin,3 Bed,1 Bath,6 Guests,€2.7k,99,€2.7k,19%,€144,5 (3)
Camping Country Park Les Etangs Fleuris*** - 4-room Star mobile home for 6 people,Touquin,3 Bed,1 Bath,6 Guests,€5.4k,111,€2.7k,16%,€150.5,0 (0)
Camping Country Park Les Etangs Fleuris*** - Mobile home Happy 4 rooms 6 people,Touquin,3 Bed,1 Bath,6 Guests,€4.3k,99,€1.4k,13%,€105.7,5 (5)
Pleasant estate,Touquin,4 Bed,2 Bath,4 Guests,€1.1k,5,€1.1k,20%,€1.1k,0 (0)
"In a green setting, enjoy the calm spending a successful holiday!",Touquin,4 Bed,2 Bath,6 Guests,€7.7k,35,€918.8,23%,€114.8,5 (4)
Romantic bedroom,Touquin,0 Bed,1 Bath,2 Guests,€394.2,128,€394.2,6%,€49.3,5 (8)
La Clairiere,Tournan-en-Brie,9 Bed,4 Bath,30 Guests,€169.5k,333,€168.7k,36%,€1.4k,5 (9)
"La Clairière-Villa 30 pers, Pool, Pétanque",Tournan-en-Brie,9 Bed,4 Bath,16 Guests,€176.1k,296,€162.5k,39%,€1.4k,5 (120)
Villa near Disney Paris - 3 minutes from the,Tournan-en-Brie,5 Bed,2 Bath,14 Guests,€84.7k,363,€84.2k,43%,€539.8,5 (60)
"House 15' from Disney, 25' from Paris and Olympics",Tournan-en-Brie,4 Bed,2 Bath,8 Guests,€51.3k,194,€31.7k,79%,€206.9,5 (35)
house 25 min from Paris and 30 min from Disneyland,Tournan-en-Brie,4 Bed,2 Bath,6 Guests,€53k,31,€31.4k,81%,€1.3k,0 (0)
Bedroom at home,Tournan-en-Brie,2 Bed,1 Bath,4 Guests,€17.7k,352,€17k,70%,€68.4,5 (20)
Family space in beautiful bourgeois house,Tournan-en-Brie,3 Bed,1 Bath,5 Guests,€17.7k,224,€14.8k,35%,€189.6,4 (1)
"Downtown, nice entire apartment",Tournan-en-Brie,1 Bed,1 Bath,4 Guests,€15.5k,346,€14.7k,84%,€50.6,4 (117)
Appartement jusqu''à 8 couchages proche Disney.,Tournan-en-Brie,3 Bed,1 Bath,8 Guests,€28.8k,155,€13.2k,78%,€109.3,5 (2)
Rooms + private shower 20mnde Disney by car,Tournan-en-Brie,2 Bed,1 Bath,5 Guests,€20.7k,183,€11.8k,71%,€90.4,5 (84)
Nice holiday home,Tournan-en-Brie,4 Bed,2.5 Bath,8 Guests,€17.5k,33,€10.2k,100%,€308.6,5 (1)
Apartment on the ground floor.,Tournan-en-Brie,2 Bed,1 Bath,4 Guests,€9.5k,126,€9.3k,92%,€79.9,5 (17)
Cocooning area in beautiful bourgeois house,Tournan-en-Brie,2 Bed,1 Bath,3 Guests,€10.4k,178,€9k,35%,€142.7,5 (6)
Charming attic apartment,Tournan-en-Brie,1 Bed,1 Bath,2 Guests,€9.9k,271,€7.5k,68%,€41,4 (23)
"Family home 2´train station, Disney & Paris 20’",Tournan-en-Brie,4 Bed,2 Bath,9 Guests,€32.9k,33,€7.4k,76%,€295.9,5 (3)
Cocoon d 'Ébène - 20 min from Disneyland Paris Park,Tournan-en-Brie,1 Bed,1 Bath,4 Guests,€8.2k,144,€7.3k,77%,€66.1,4 (14)
"Beautiful T2 with Disney parking 15 min away, 30 minutes from Paris",Tournan-en-Brie,1 Bed,1 Bath,2 Guests,€9.6k,186,€6.6k,53%,€67.7,5 (33)
Apartment loft entire accommodation,Tournan-en-Brie,1 Bed,1 Bath,3 Guests,€6.9k,161,€5.3k,71%,€46.4,5 (7)
Cottage 10min from Versailles and 20min from Paris,Toussus-le-Noble,1 Bed,1 Bath,4 Guests,€21k,366,€21k,51%,€112.6,5 (228)
Vivez les JO Paris 2024 entre ville et nature,Toussus-le-Noble,4 Bed,3 Bath,8 Guests,€29.5k,59,€11.4k,47%,€405.8,0 (0)
Close to Versailles /Olympic Sites/ Golfs,Toussus-le-Noble,1 Bed,1.5 Bath,2 Guests,€11.1k,233,€7.4k,56%,€56.5,5 (25)
Private room,Toussus-le-Noble,2 Bed,1 Bath,2 Guests,€4k,41,€4k,34%,€288.5,0 (0)
House 6-8 pers near Palace Versailles,Toussus-le-Noble,4 Bed,1 Bath,7 Guests,€10.4k,31,€2.4k,26%,€301.4,4 (1)
Lovely loft with free parking on premises,Toussus-le-Noble,1 Bed,1 Bath,2 Guests,€9.4k,105,€1.8k,17%,€100.4,5 (21)
Cozy studio near Versailles,Toussus-le-Noble,0 Bed,1 Bath,3 Guests,€1.1k,19,€1.1k,84%,€69.5,5 (5)
Olympics 2024 :2 min Vélodrome VTT Horseback Riding Versailles,Trappes,3 Bed,1 Bath,15 Guests,€54.1k,109,€29.7k,41%,€659.1,5 (45)
4 room apartment ~ La Rose des Yvelines ~ classified 3*,Trappes,3 Bed,1 Bath,6 Guests,€27.3k,297,€21.6k,58%,€125.1,5 (28)
BB2 St-Quentin-en-Yvelines: Apartment + parking,Trappes,1 Bed,1 Bath,5 Guests,€16.7k,273,€16.7k,41%,€147.6,5 (5)
K2 Ground floor apartment: 6 beds with parking,Trappes,1 Bed,1 Bath,6 Guests,€15.1k,267,€14.4k,39%,€137.6,5 (9)
J2 Studio 3 beds on garden level + parking,Trappes,0 Bed,1 Bath,3 Guests,€14.1k,342,€14.1k,49%,€83.6,5 (12)
Appartement T4 Haut Standing ~ La Rose des Yvelines ~,Trappes,3 Bed,1 Bath,6 Guests,€22k,219,€13.4k,36%,€172.2,5 (1)
P1 Large studio with 4 beds + private parking,Trappes,0 Bed,1 Bath,4 Guests,€13.6k,348,€13.1k,45%,€83.3,5 (27)
JO2024 Apartment near Paris,Trappes,2 Bed,1 Bath,4 Guests,€29.6k,21,€12.9k,81%,€758.8,0 (0)
Lovely apartment - Trappes,Trappes,1 Bed,1 Bath,4 Guests,€13.1k,313,€12.7k,55%,€73.9,5 (40)
Cozy T2 with balcony and private parking,Trappes,1 Bed,1 Bath,4 Guests,€13.8k,313,€12k,40%,€96.3,5 (28)
P2 Large studio with 4 beds + private parking,Trappes,0 Bed,1 Bath,4 Guests,€12.2k,334,€11.6k,44%,€78.6,5 (18)
K1 Ground floor apartment: 6 beds with parking,Trappes,1 Bed,1 Bath,6 Guests,€11.5k,282,€11.4k,35%,€116.5,5 (20)
J1 Studio 3 beds on garden level + parking,Trappes,0 Bed,1 Bath,3 Guests,€11.3k,309,€10.9k,46%,€76.4,4 (8)
Apartment 69 sqm,Trappes,4 Bed,1.5 Bath,4 Guests,€23.3k,54,€10.4k,80%,€241.5,5 (1)
Apartment F3 all comforts in luxury residence,Trappes,2 Bed,1 Bath,5 Guests,€11.8k,310,€10.1k,33%,€99.3,5 (93)
J2 Studio 3 beds on garden level + parking lot,Trappes,0 Bed,1 Bath,3 Guests,€9.7k,188,€9.6k,53%,€95.7,0 (0)
Marble Lights,Trappes,1 Bed,1 Bath,2 Guests,€10.6k,316,€9.2k,24%,€123.2,5 (65)
St Quentin en Yvelines : Grand Studio Avec Parking,Trappes,1 Bed,1 Bath,4 Guests,€9.5k,199,€9.1k,51%,€89.2,0 (0)
Appartement JO Paris 2024,Tremblay-en-France,3 Bed,1 Bath,6 Guests,€90.9k,326,€80.5k,87%,€283.4,0 (0)
Homerez - Nice studio for 3 ppl. with jacuzzi and garden at Tremblay-en-France,Tremblay-en-France,0 Bed,1 Bath,3 Guests,€68.5k,121,€68.5k,97%,€585.3,5 (4)
Homerez - Nice studio for 3 ppl. with jacuzzi and garden at Tremblay-en-France,Tremblay-en-France,0 Bed,1 Bath,30 Guests,€81.7k,90,€50.8k,97%,€584.4,0 (0)
"Quiet house, close to Disney, Paris and Pex",Tremblay-en-France,4 Bed,2.5 Bath,10 Guests,€62.8k,286,€45.9k,45%,€358.3,5 (18)
TEA&CHILL - Manhattan home - proche gare,Tremblay-en-France,3 Bed,2 Bath,8 Guests,€45.3k,301,€39k,54%,€241,5 (5)
apartment haut standing -CDG-DISNEY-PARIS,Tremblay-en-France,4 Bed,1 Bath,9 Guests,€37.1k,327,€34.1k,44%,€238.7,5 (78)
"Warm 4 Bedrooms, Garden - CDG Parc Expo",Tremblay-en-France,4 Bed,2 Bath,8 Guests,€34.1k,161,€32.8k,83%,€244.8,5 (21)
TEA&CHILL - Manhattan home - proche gare,Tremblay-en-France,3 Bed,3 Bath,8 Guests,€40.3k,255,€28.4k,52%,€215.3,5 (64)
Airport - Parc des expo - Paris,Tremblay-en-France,1 Bed,1 Bath,4 Guests,€27.5k,309,€24k,95%,€81.5,5 (304)
"Grand Duplex near Disney, CDG, Asterix",Tremblay-en-France,4 Bed,1 Bath,10 Guests,€25.7k,331,€23.6k,36%,€196.9,5 (53)
Maison Design - Paris - CDG,Tremblay-en-France,1 Bed,1 Bath,4 Guests,€26.1k,172,€22.5k,67%,€195.2,5 (6)
Maisonnette individual with terrace,Tremblay-en-France,1 Bed,1 Bath,4 Guests,€22.6k,348,€21.5k,69%,€90.2,5 (514)
3 Bedroom Loft Near CDG / Parc des Expositions,Tremblay-en-France,3 Bed,1 Bath,10 Guests,€22.4k,295,€19.8k,29%,€233.2,5 (230)
"Cosy Apartment, Airport CDG Exhibition Parc 14 min",Tremblay-en-France,1 Bed,1 Bath,4 Guests,€19.3k,360,€18.9k,64%,€82.7,5 (2)
Sublime loft Charles de Gaulle,Tremblay-en-France,1 Bed,1 Bath,4 Guests,€23.3k,302,€18.8k,55%,€112.5,5 (109)
Charming apartment near CDG,Tremblay-en-France,1 Bed,1 Bath,2 Guests,€18.8k,222,€18.6k,71%,€118.6,4 (21)
⭐️⭐️Charming cozy house T2 with terrace⭐️⭐️,Tremblay-en-France,1 Bed,1 Bath,2 Guests,€18.7k,349,€17.7k,87%,€58.7,5 (163)
Clean spacious home,Tremblay-en-France,5 Bed,3 Bath,11 Guests,€25.7k,93,€17.5k,55%,€342.9,5 (10)
Charming Mill 1 hour from Paris,Treuzy-Levelay,7 Bed,6 Bath,16 Guests,€96.7k,225,€96.7k,29%,€1.5k,5 (15)
La Villa de SOHA,Treuzy-Levelay,5 Bed,3 Bath,16 Guests,€53k,327,€47.6k,17%,€849.8,5 (99)
La Villa de Soha Sans vis à vis .animaux de Compagnie Acceptés,Treuzy-Levelay,5 Bed,2.5 Bath,20 Guests,€45.6k,206,€45.6k,26%,€844.5,0 (0)
Le Clos des Hirondelles - Chez Marie & Côme,Treuzy-Levelay,6 Bed,3 Bath,12 Guests,€23.5k,200,€18.4k,21%,€449.9,5 (16)
